mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0.6293172041575114,0.15166733492702023,0.14760470390319824,0.021896838685821252,gini,4,100,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 100}",0.6162790697674418,0.6046511627906976,0.6744186046511628,0.6317829457364341,0.030519410364386865,19,0.7965116279069767,0.7965116279069767,0.8430232558139535,0.812015503875969,0.021925791664699188,0.6046511627906976,0.4186046511627907,0.6511627906976745,0.5581395348837209,0.10047659997531566,85,0.7906976744186046,0.6511627906976745,0.7906976744186046,0.7441860465116279,0.0657773749940974,0.6190476190476191,0.6666666666666666,0.6829268292682927,0.6562137049941928,0.027105801106022915,19,0.8,0.9180327868852459,0.8831168831168831,0.8670498900007096,0.049507884192458614,0.611764705882353,0.5142857142857143,0.6666666666666667,0.5975723622782447,0.06301352037388128,76,0.7953216374269007,0.761904761904762,0.8343558282208589,0.7971940758508405,0.0296076428401345,0.6224986479177934,0.7149810708491076,0.6922660897782585,0.6765819361817198,0.0393509351294348,15,0.8868307193077338,0.8868307193077338,0.9236073553272038,0.8990895979808905,0.017336672479064456
1.792058785756429,0.03724543888863643,0.397113561630249,0.006165895934558041,gini,4,371,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 371}",0.5930232558139535,0.6395348837209303,0.6744186046511628,0.6356589147286822,0.03334234599628922,15,0.7732558139534884,0.7732558139534884,0.8313953488372093,0.7926356589147288,0.027407239580873932,0.6046511627906976,0.5116279069767442,0.6046511627906976,0.5736434108527132,0.043851583329398265,38,0.813953488372093,0.6511627906976745,0.7674418604651163,0.7441860465116279,0.06846326252967322,0.5909090909090909,0.6875,0.7027027027027027,0.6603705978705979,0.04950728063890738,16,0.7526881720430108,0.8615384615384616,0.88,0.8314088778604908,0.05617187459867195,0.5977011494252873,0.5866666666666667,0.6499999999999999,0.611455938697318,0.027624547642947958,30,0.782122905027933,0.7417218543046358,0.8198757763975156,0.7812401785766948,0.03191230994580587,0.6133044889129259,0.7376960519199566,0.697133585722012,0.6827113755182982,0.051796495037168315,4,0.8889940508382909,0.8991346673877771,0.9265819361817198,0.9049035514692626,0.01587812538907752
2.8903470834096274,0.19010071180245236,0.8896273771921793,0.047366110230789814,gini,4,642,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 642}",0.5581395348837209,0.6395348837209303,0.7093023255813954,0.6356589147286822,0.061772780815927256,15,0.7906976744186046,0.7965116279069767,0.8313953488372093,0.8062015503875969,0.017972128867239767,0.6046511627906976,0.46511627906976744,0.6511627906976745,0.5736434108527132,0.07905456610221373,38,0.8255813953488372,0.6511627906976745,0.7790697674418605,0.751937984496124,0.07374533949783119,0.5531914893617021,0.7142857142857143,0.7368421052631579,0.6681064363035247,0.08177726442992679,9,0.7717391304347826,0.9180327868852459,0.8701298701298701,0.8533005958166329,0.060898149040531535,0.5777777777777778,0.5633802816901409,0.6913580246913581,0.6108386947197589,0.05723835455184941,32,0.797752808988764,0.761904761904762,0.8220858895705522,0.7939144868213593,0.02471830050222071,0.6116819902650081,0.7349918875067604,0.6873985938345052,0.6780241572020913,0.050775602645852354,13,0.8921038399134668,0.90440778799351,0.9210383991346673,0.9058500090138814,0.011856423868800455
4.01966651280721,0.1812290979575106,1.5023245016733806,0.27788428021977635,gini,4,914,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 914}",0.5813953488372093,0.6395348837209303,0.6976744186046512,0.6395348837209303,0.04747073144928639,8,0.7732558139534884,0.7965116279069767,0.8372093023255814,0.8023255813953489,0.02643058468408112,0.627906976744186,0.4883720930232558,0.6511627906976745,0.5891472868217055,0.07188851546895897,7,0.7906976744186046,0.6511627906976745,0.7790697674418605,0.7403100775193798,0.0632151412027135,0.574468085106383,0.7,0.717948717948718,0.6641389343517003,0.06382885983776185,12,0.7640449438202247,0.9180327868852459,0.881578947368421,0.8545522260246305,0.06570589371281989,0.6,0.5753424657534246,0.6829268292682927,0.6194230983405724,0.04601841211287415,6,0.7771428571428571,0.761904761904762,0.8271604938271606,0.7887360376249265,0.02787327289058303,0.6208761492698756,0.7274202271498107,0.6906435911303408,0.679646655850009,0.0441860428339936,9,0.8919686316928069,0.9049486208761492,0.9240129799891833,0.9069767441860465,0.013160421157267503
6.186163584391276,0.28718429206667706,1.8798298835754395,0.10118973348195115,gini,4,1185,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 1185}",0.5930232558139535,0.6395348837209303,0.6976744186046512,0.6434108527131783,0.04281147681080332,5,0.7732558139534884,0.7965116279069767,0.8488372093023255,0.8062015503875969,0.03160757060135673,0.627906976744186,0.4883720930232558,0.627906976744186,0.5813953488372093,0.06577737499409746,23,0.8023255813953488,0.6627906976744186,0.7790697674418605,0.748062015503876,0.06103882072877375,0.5869565217391305,0.7,0.7297297297297297,0.6722287504896199,0.06150598320221949,7,0.7582417582417582,0.9047619047619048,0.9054054054054054,0.8561363561363561,0.06922243251999699,0.6067415730337078,0.5753424657534246,0.675,0.6190280129290442,0.04160227146845969,11,0.7796610169491525,0.7651006711409396,0.8375,0.7940872293633641,0.031267687349461996,0.6100594916170904,0.7247160627366144,0.697133585722012,0.6773030466919056,0.04886355174626616,14,0.8902109248242294,0.9076527852893455,0.9250946457544618,0.9076527852893456,0.014241219434785854
7.992355108261108,0.06748438078404059,2.244168281555176,0.0895909798085152,gini,4,1457,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 1457}",0.5813953488372093,0.6395348837209303,0.6976744186046512,0.6395348837209303,0.04747073144928639,8,0.7848837209302325,0.7906976744186046,0.8313953488372093,0.8023255813953488,0.020692012116339788,0.627906976744186,0.4883720930232558,0.6511627906976745,0.5891472868217055,0.07188851546895897,7,0.8023255813953488,0.6627906976744186,0.7674418604651163,0.7441860465116279,0.059290924576660305,0.574468085106383,0.7,0.717948717948718,0.6641389343517003,0.06382885983776185,12,0.7752808988764045,0.890625,0.88,0.8486352996254681,0.052050448209345734,0.6,0.5753424657534246,0.6829268292682927,0.6194230983405724,0.04601841211287415,6,0.7885714285714286,0.7600000000000001,0.8198757763975156,0.7894824016563148,0.02445266929904053,0.6170903190914008,0.725797728501893,0.6949702541914548,0.6792861005949161,0.045744360094733365,10,0.8895348837209303,0.8985938345051379,0.9215792320173066,0.9032359834144582,0.013487580072226897
9.370479027430216,0.1585626372137388,3.149139324824015,0.11412375136124657,gini,4,1728,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 1728}",0.5697674418604651,0.6395348837209303,0.686046511627907,0.6317829457364341,0.047786155061775006,19,0.7790697674418605,0.8023255813953488,0.8313953488372093,0.804263565891473,0.021405738405401664,0.627906976744186,0.4883720930232558,0.6511627906976745,0.5891472868217055,0.07188851546895897,7,0.8023255813953488,0.6627906976744186,0.7674418604651163,0.7441860465116279,0.059290924576660305,0.5625,0.7,0.7,0.6541666666666666,0.06481812160876683,23,0.7666666666666667,0.9193548387096774,0.88,0.8553405017921146,0.06472757068080304,0.5934065934065934,0.5753424657534246,0.674698795180723,0.6144826181135803,0.04321318596912752,17,0.7840909090909092,0.7702702702702703,0.8198757763975156,0.7914123185862317,0.02090261287149995,0.6143861546782043,0.7360735532720388,0.69118442401298,0.680548043987741,0.05024476874371875,7,0.8884532179556517,0.9042725797728501,0.9222552731206057,0.9049936902830359,0.013809048570160421
11.72595500946045,0.2609631725165049,3.336448351542155,0.31926000036786806,gini,4,2000,"{'criterion': 'gini', 'max_depth': 4, 'n_estimators': 2000}",0.5697674418604651,0.627906976744186,0.6976744186046512,0.6317829457364341,0.052289680477643576,19,0.7848837209302325,0.7965116279069767,0.8430232558139535,0.8081395348837209,0.02511914999382896,0.627906976744186,0.46511627906976744,0.627906976744186,0.5736434108527132,0.07674027082644702,38,0.813953488372093,0.6511627906976745,0.7790697674418605,0.748062015503876,0.0699824421909604,0.5625,0.6896551724137931,0.7297297297297297,0.6606283007145077,0.07128985475673566,15,0.7692307692307693,0.9180327868852459,0.8933333333333333,0.860198963149783,0.06510977898957121,0.5934065934065934,0.5555555555555556,0.675,0.607987382987383,0.049841036611477374,38,0.7909604519774011,0.761904761904762,0.8322981366459627,0.795054450176042,0.02888341413108495,0.6149269875608437,0.7274202271498107,0.6976744186046512,0.6800072111051019,0.04759397653715772,8,0.8918334234721471,0.9038669551108708,0.9240129799891833,0.9065711195240671,0.01327567558327333
0.7431850433349609,0.09624389055446374,0.1889976660410563,0.009226355023124385,gini,15,100,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 100}",0.5581395348837209,0.6395348837209303,0.6627906976744186,0.6201550387596899,0.04486758489453575,57,1.0,1.0,1.0,1.0,0.0,0.5116279069767442,0.5348837209302325,0.6046511627906976,0.5503875968992248,0.039527283051106844,91,1.0,1.0,1.0,1.0,0.0,0.5641025641025641,0.6764705882352942,0.6842105263157895,0.6415945595512158,0.05488614688202529,48,1.0,1.0,1.0,1.0,0.0,0.5365853658536586,0.5974025974025974,0.6419753086419753,0.5919877572994104,0.04319529588769652,89,1.0,1.0,1.0,1.0,0.0,0.6041103299080585,0.7084910762574363,0.6890210924824229,0.6672074995493059,0.0453189414380793,21,1.0,1.0,1.0,1.0,0.0
2.4302638371785483,0.115580241199792,0.7124759356180826,0.11885723131578167,gini,15,371,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 371}",0.5813953488372093,0.6744186046511628,0.6162790697674418,0.624031007751938,0.03837013541322349,41,1.0,1.0,1.0,1.0,0.0,0.5581395348837209,0.6046511627906976,0.5581395348837209,0.5736434108527132,0.021925791664699133,38,1.0,1.0,1.0,1.0,0.0,0.5853658536585366,0.7027027027027027,0.631578947368421,0.6398825012432201,0.0482610663725059,52,1.0,1.0,1.0,1.0,0.0,0.5714285714285714,0.6499999999999999,0.5925925925925927,0.604673721340388,0.033194704405013944,54,1.0,1.0,1.0,1.0,0.0,0.5884261763115197,0.717685235262304,0.6630611141157383,0.6563908418965207,0.052980156529399004,85,1.0,1.0,1.0,1.0,0.0
