,fit_time,score_time,test_f1,test_accuracy,test_recall,test_precision,test_roc_auc,classifier
normalized_data,0.2378077507019043,4.844989681243897,0.014814814814814814,0.9476015136060543,0.007692307692307693,0.2,0.5294771519841474,KNN
normalized_data,0.1414184093475342,0.15628504753112793,0.09780981963875199,0.4592191536766147,0.5726153846153845,0.05349835828112907,0.5324308068125523,Naive Bayes
normalized_data,1.3926263809204102,0.021942138671875,0.08233241013728819,0.9276062944251778,0.06246153846153846,0.12515519568151148,0.5286487128239293,Decision Tree
normalized_data,5.124996328353882,0.2944441795349121,0.0,0.9484007184028735,0.0,0.0,0.5538096653513043,Random Forest
