,fit_time,score_time,test_f1,test_accuracy,test_recall,test_precision,test_roc_auc,classifier
filled_missing_values_and_dummies,0.23450279235839844,4.3282615661621096,0.014814814814814814,0.9472007120028479,0.007692307692307693,0.2,0.533648627410786,KNN
filled_missing_values_and_dummies,0.15283794403076173,0.1756077766418457,0.0920804960162013,0.33041809287237145,0.6587692307692308,0.0495058958746602,0.4922296076120194,Naive Bayes
filled_missing_values_and_dummies,0.689353609085083,0.043690156936645505,0.03967946946670351,0.9244086800347201,0.03076923076923077,0.0630952380952381,0.5107562138061805,Decision Tree
filled_missing_values_and_dummies,3.072590160369873,0.32726025581359863,0.0,0.9484007184028735,0.0,0.0,0.5719840106595603,Random Forest
